username,MeanMoves,StdMoves,MeanEloDiff,WinRate,WinRate_PosEloDiff,WinRate_NegEloDiff,Mean_ACPL,Std_ACPL,Mean_Game_ACPL_Variance,Endgame_ACPL,After_opening_ACPL
TEMPOchess,39.5625,13.836997506684751,75.9375,15.625,10.714285714285714,50.0,53.21566562102641,12.901731917695065,10538.677366316384,103.73305051430052,67.15914409737906
TJK125HQF,34.125,13.139634698118511,-71.9375,46.875,50.0,46.42857142857143,40.03994186824537,18.753821061759453,5025.16012670364,55.14155844155844,73.37773595685361
TXARUSEK,34.4375,15.709736895738684,-98.375,56.25,100.0,53.333333333333336,60.44811910984398,23.835683822821707,14261.764443943552,42.63126671122995,65.15241668616964
Talion90,33.0625,16.282787435407574,-45.9375,75.0,100.0,69.23076923076923,75.39479631552497,26.991450126593186,22436.756514978028,53.15085784313725,98.74225858290734
TheSherif,26.9375,10.908521134110403,-67.25,46.875,37.5,50.0,41.63598735671087,20.12100802227509,4873.977700623741,42.46984126984128,32.85260197129762
Thehellraiser,34.5,11.91077943153456,-60.125,68.75,100.0,61.53846153846154,,,,,
ThreeFoxes,25.875,15.555813489925022,-26.3125,43.75,50.0,33.33333333333333,64.70745650821512,29.077668952566107,17925.211742252883,37.01398601398601,96.8659290890269
Tigamelin,29.25,15.498387012847497,-19.5625,40.625,37.5,43.75,,,,,
Titzel,33.0,17.358955421722047,-11.625,50.0,55.55555555555556,42.85714285714285,,,,,
Tiziano,36.0625,17.058599981631943,-16.125,56.25,56.25,56.25,,,,,
TonoyanRob,35.8125,15.875426503457057,-14.375,37.5,7.142857142857142,61.11111111111112,,,,,
Tramtararam,30.6875,13.229858905773208,108.8125,34.375,39.285714285714285,0.0,70.76341695782236,40.00425597375363,25920.098607647302,258.95454545454544,124.88525294093382
TreborTau,36.4375,13.647802020838371,-48.6875,81.25,83.33333333333334,80.0,,,,,
Tsimp,27.75,10.0565070145321,55.3125,53.125,54.16666666666666,50.0,,,,,
UKITA66,35.5,8.861903482510591,-61.875,43.75,20.0,54.54545454545454,,,,,
Vagabond01,30.1875,11.106867245087606,66.625,46.875,46.42857142857143,50.0,,,,,
Vanraj,30.875,8.632303670901914,-39.625,31.25,25.0,33.33333333333333,44.34593394330822,23.844976872059494,6372.266297579525,8.555555555555555,70.40107709750566
Varn,33.9375,17.867918177560583,-13.375,40.625,31.25,50.0,,,,,
Vasya_Herov,30.8125,17.444077313900365,32.25,53.125,75.0,16.666666666666664,38.1845399902611,17.782906694472643,6344.57464391438,36.56190476190476,61.54210939931528
Viramundo,33.625,14.51837915654958,18.875,50.0,42.85714285714285,50.0,,,,,
Watermark,33.25,13.508022307749815,14.375,59.375,62.5,66.66666666666666,,,,,
WestFighter,38.75,13.051181300301264,53.4375,31.25,35.714285714285715,0.0,,,,,
Woldemarcheer,32.4375,19.445543619726003,40.5,28.125,37.5,0.0,,,,,
Wowa89,29.6875,12.96003472217571,-2.8125,71.875,64.28571428571429,87.5,59.45604623313797,30.831541990199263,12905.048148040218,109.89772727272728,78.95341038111025
X-gun,40.375,9.562949335848224,122.8125,25.0,25.0,,,,,,
Yogano,30.75,12.428461959014342,19.0,50.0,37.5,62.5,,,,,
Yurachka,39.375,18.629278032172905,80.125,25.0,25.0,,,,,,
ZMA,37.375,12.769103335786737,88.375,50.0,42.85714285714285,100.0,46.99671041606227,16.83695789838724,8143.803620031723,27.19426406926407,55.68665060429766
ZamalKaya974,35.5625,14.146701617927292,-12.0,68.75,80.0,60.0,,,,,
Zhdan,42.875,17.828348212888372,12.3125,53.125,72.22222222222221,28.57142857142857,,,,,
ZiyiZhang,36.625,14.495401569693287,86.8125,28.125,32.142857142857146,0.0,61.915918074080466,21.517715237490158,15141.150522849468,89.4349376114082,65.07048342216002
Zoecir,36.3125,12.589512831453542,44.125,43.75,36.36363636363637,60.0,,,,,
ZolAP,38.3125,17.58301737472838,-59.375,40.625,50.0,38.46153846153847,41.00540668485129,18.37065983718995,7963.082662082627,50.2343094255246,71.37716561088772
abracadrabra,38.0,15.620499351813308,-15.0625,43.75,42.85714285714285,44.44444444444444,51.39259793132122,20.001390853805304,9465.23277207883,37.430252100840335,64.30966528609191
abuz,33.125,16.11159003119597,-77.5,75.0,50.0,83.33333333333334,59.36430051862405,22.799995312429907,14885.150593537666,18.873214285714287,89.44720020583992
acaya,37.25,16.233709783451637,24.5,81.25,88.88888888888889,71.42857142857143,49.99290089801715,29.52521380104453,13456.768193996792,40.7337080543977,68.80622389306599
achita,25.8125,9.717467091102838,-150.6875,87.5,,87.5,52.68468228156051,26.401884983439896,15146.745737488096,4.0,64.55210012210013
aerdna87,29.6875,11.073805428427333,73.1875,18.75,16.666666666666664,25.0,76.36557095432407,42.76555896940347,22723.093030924345,53.11111111111112,111.16920786397162
aiutoooooooo,38.0625,14.72172431023848,-74.375,56.25,33.33333333333333,61.53846153846154,38.706243491754506,13.230271241201068,7457.5346608970285,63.61671087533156,55.22279525042938
alexei1984,37.625,12.5532200384337,52.6875,62.5,64.28571428571429,50.0,,,,,
alexey561,32.5,12.12160605420475,76.125,18.75,15.384615384615383,33.33333333333333,74.61706675072504,22.910971977157864,17686.052488248944,28.95112781954888,58.115167234889846
ali110,33.1875,10.29704650211247,25.5625,50.0,30.0,83.33333333333334,54.59767055374384,20.5267416262405,8649.117899730378,37.13809523809524,67.9925441524038
aliee-63m,40.8125,16.042521622238816,-78.4375,62.5,60.0,63.63636363636363,,,,,
alphaman,27.6875,10.928365233037676,-60.625,56.25,20.0,72.72727272727273,,,,,
amantai6969,35.5,16.737184151861786,-27.875,50.0,71.42857142857143,33.33333333333333,54.29006573739773,18.57464325308443,9434.553330680565,72.40466176470588,63.64241148705434
andr-karpov,33.9375,16.266401978720843,54.8125,15.625,15.625,,,,,,
andr3a,25.6875,9.51292979756149,-45.125,53.125,50.0,54.54545454545454,,,,,
anikulapo8,39.1875,14.48778220892809,-24.6875,43.75,28.57142857142857,55.55555555555556,57.996310301744614,25.592704403942733,12009.258672269676,52.55037694503638,71.20607057734385
antonio1111,24.3125,9.264403200782372,-144.75,43.75,,43.75,66.56083559724057,40.215121443528105,20613.18086260147,30.25,60.163083213083205
apparatman,29.3125,12.081494112898454,37.4375,31.25,30.0,33.33333333333333,,,,,
apple-1,36.8125,16.240766607521948,-18.875,62.5,57.14285714285714,66.66666666666666,31.559320412917835,21.72558258125326,5863.556011414784,23.991558441558443,43.011334287988696
arkos76,37.75,14.419893665812287,18.625,34.375,30.0,41.66666666666667,,,,,
arlequeen,25.375,12.38211075167181,82.9375,62.5,66.66666666666666,0.0,85.13626607428333,34.39955080606233,19101.02268365574,38.5,144.2754347826087
armagedonas,51.1875,20.43923922263253,94.0625,37.5,26.923076923076923,83.33333333333334,,,,,
arya31,35.0,14.988884770611412,70.625,46.875,50.0,40.0,,,,,
atl2ptown,32.6875,13.993897479496791,-38.625,43.75,33.33333333333333,46.15384615384615,,,,,
axaray,40.8125,13.070163222648242,132.5,37.5,37.5,,,,,,
ayahari,33.0,12.889272024956774,-18.75,68.75,25.0,81.81818181818183,64.8146990356619,19.70307620160804,10797.810879945793,39.25529100529101,86.69167869207475
azuaga,44.0,15.509137091835036,-6.375,34.375,28.57142857142857,38.88888888888889,50.9112529382727,22.663274803807088,11893.563307921599,68.6455619412516,65.46957848218169
babakvos,31.9375,12.422929069533753,-31.875,56.25,40.0,63.63636363636363,60.82080575133468,25.670023447135716,13193.638722959611,64.20386904761905,68.09207585319308
bag_smg-m13,37.0625,12.730377056474016,52.625,34.375,20.0,58.333333333333336,,,,,
bamamatt,33.0,13.038404810405298,2.8125,56.25,33.33333333333333,85.71428571428571,60.03798003659769,19.73150326659383,10711.452739377095,27.38235294117647,67.51345237191103
baris200,32.4375,11.236658756053776,-57.875,62.5,16.666666666666664,73.07692307692307,54.51675431974348,25.244101590141973,14065.915969845742,17.404761904761905,75.45868262022158
bastianmunz,36.125,11.5,-12.75,43.75,33.33333333333333,57.14285714285714,58.43825911938349,16.30774957353634,16458.19350718648,103.54497354497352,88.03305383520251
batistato,38.5,18.84321274800735,19.3125,34.375,35.0,33.33333333333333,,,,,
batteria,41.5,15.05988047761336,-36.25,53.125,40.0,59.09090909090909,,,,,
bayramov67,35.375,11.797598625709105,54.0625,31.25,18.181818181818183,60.0,62.34276787529991,28.97844168589969,17807.57783043707,54.51053652230123,96.28448799995019
bbuccianti,32.0625,14.419749188757295,-27.4375,31.25,33.33333333333333,30.0,64.43125340480604,32.33023119617802,15134.483233262295,21.75,85.89871435753788
belolap,33.375,12.252210684879143,-48.0625,46.875,25.0,54.16666666666666,,,,,
bhram1345,45.5625,18.846639841980675,-20.1875,59.375,64.28571428571429,55.55555555555556,56.468146879034094,23.808176817372043,11781.852493741815,73.39329805996472,65.28980188165411
bigbo,23.6875,15.65766585414314,119.375,31.25,30.76923076923077,33.33333333333333,80.49546498387667,32.00796001603102,25981.251443628506,48.49074074074074,84.99872126229033
bilik1973,37.25,15.58418001264958,52.1875,28.125,19.23076923076924,66.66666666666666,,,,,
bitbybit24,30.5625,13.381423691072635,-24.875,59.375,57.14285714285714,61.11111111111112,,,,,
blackdamen60,32.1875,15.254370958296947,111.75,28.125,28.125,,,,,,
blade57,26.6875,8.412044935685971,83.875,37.5,41.66666666666667,25.0,,,,,
blazkovicz,36.125,16.33758448078132,-19.5625,37.5,30.0,40.909090909090914,,,,,
blinkk,34.5,12.060956291549466,-75.0625,81.25,100.0,76.92307692307693,,,,,
bmjlima,38.9375,14.8704124578529,70.5,25.0,21.428571428571427,50.0,,,,,
bobspass,39.3125,14.027205708907244,-50.25,53.125,16.666666666666664,61.53846153846154,,,,,
boridania1,42.1875,20.84936050178358,47.9375,37.5,18.181818181818183,80.0,60.80621434759003,29.766184198643955,12894.051941465319,42.97691293544952,68.69445789381145
bouchon,33.9375,12.698917276681504,-29.0625,50.0,50.0,50.0,,,,,
bratyo,33.875,16.095030288881098,-3.0,65.625,75.0,56.25,,,,,
brendomatic,25.625,9.243916918709298,47.3125,37.5,20.0,66.66666666666666,,,,,
brodski,33.875,10.190682018393076,-79.5,65.625,16.666666666666664,76.92307692307693,38.26465617895823,15.211047901393771,4799.166192312212,31.611111111111114,42.14307378212976
budimarsel,30.9375,11.72159687642146,-49.75,37.5,50.0,33.33333333333333,58.27479601143935,25.125342091695995,6991.51533673601,50.79,78.14111378719981
bukrey,29.875,12.955693729013513,-30.9375,40.625,21.428571428571427,55.55555555555556,,,,,
bulut10,40.625,21.94196891803468,-55.0625,65.625,100.0,57.692307692307686,,,,,
byrlk197171,44.4375,18.860783829593792,62.5,40.625,37.5,50.0,63.758961180052424,23.14921137148469,17766.16935349632,62.90970441830756,82.36147752907381
cakabo28,33.75,13.49320816806243,21.625,43.75,25.0,100.0,,,,,
camoes,36.875,8.762609961269149,-87.0,81.25,50.0,91.66666666666666,,,,,
canadiancenter,31.6875,19.652713977124545,-100.9375,46.875,25.0,54.16666666666666,,,,,
carabus,39.125,20.71674041284809,87.6875,59.375,57.692307692307686,66.66666666666666,63.761459148359485,25.125164686623876,13298.763033608297,65.00967741935484,105.31893484592801
casgrl,28.0625,15.229220816137202,29.25,18.75,20.833333333333336,12.5,,,,,
caslacuervo,36.4375,13.841814669086324,29.1875,65.625,62.5,68.75,,,,,
cataldofragale,34.125,11.971493919585251,-115.5625,71.875,62.5,75.0,,,,,
celiktas69,39.375,18.416930616509728,-40.125,46.875,43.75,50.0,42.404880720158836,21.43760451300936,6577.355603066358,27.942354312354315,42.76838897621094
ch1ll,27.5,11.7983049630021,-74.625,62.5,75.0,58.333333333333336,62.42989759634405,38.965332119172245,15828.796523258823,9.0625,101.24028860028861
chess79,31.5625,15.840743879839314,41.4375,43.75,30.76923076923077,100.0,,,,,
chinnu3920,29.9375,10.56073703236032,28.9375,37.5,22.22222222222222,57.14285714285714,,,,,
chk282,33.5,19.043809142780933,-54.0,34.375,50.0,32.142857142857146,68.11820554764982,24.649993933525288,23265.27761846346,144.01728395061727,177.36645495500974
chostar,35.5625,12.543092388508772,45.0,25.0,15.384615384615383,66.66666666666666,64.52107693252027,24.89085014247594,11762.813343811738,89.76380952380953,58.71465111837782
chris1980,31.0625,18.75977522964139,-9.75,21.875,7.142857142857142,33.33333333333333,,,,,
cipo1951,31.375,12.976260375521653,-65.4375,56.25,50.0,58.333333333333336,54.68842758823569,25.357178319055453,11138.039486573003,62.03508771929825,60.15293803418804
cjosan,36.3125,16.696182198335045,-7.625,62.5,60.0,63.63636363636363,,,,,
clakos,30.9375,16.84228309939006,10.4375,46.875,16.666666666666664,85.71428571428571,71.8508101378456,25.42373124843185,17507.9118538561,97.06490015360984,73.6621876453005
cleoplatre,38.6875,17.681322537261366,-22.6875,46.875,58.333333333333336,40.0,,,,,
comaturbo,39.0,12.296340919151518,30.375,50.0,50.0,60.0,67.85655967116021,30.949224327325883,18169.221565929463,54.583651642475175,82.40468682504576
conan66,25.3125,10.983131004712028,77.125,31.25,20.0,50.0,80.13387411148035,25.86354418428299,15547.12995651244,39.07142857142857,75.13982056590754
coolpartha,33.375,10.320691191323704,-24.375,65.625,41.66666666666667,80.0,,,,,
cplyakap1905,31.875,14.14154635580329,-18.1875,50.0,20.0,63.63636363636363,,,,,
crapule31,35.125,15.45261574405231,-68.25,65.625,50.0,70.83333333333334,,,,,
cuyabro,35.1875,13.765748556955897,42.9375,34.375,33.33333333333333,37.5,,,,,
d4c6,34.75,17.665408760248564,16.4375,50.0,33.33333333333333,71.42857142857143,54.58628614798904,20.55452827283198,11313.437762347958,54.42287342287343,65.73268510302672
da8eat,37.5,17.88481665174867,69.3125,25.0,20.0,33.33333333333333,65.41612071828487,33.32625419815948,18052.77178421191,37.231221287672895,53.873419726317245
daniel113,30.3125,13.602542654469664,58.9375,40.625,44.44444444444444,35.714285714285715,62.47784033051453,32.70227495767869,16900.076173636135,72.58095238095238,127.151278490568
davud115,28.5,12.89961239727768,25.625,25.0,11.11111111111111,42.85714285714285,41.137337112198374,21.293022877713085,5683.54062201929,39.16666666666667,48.89601936525014
davud1366,34.9375,11.744324870620137,74.125,31.25,28.57142857142857,50.0,59.52716827399216,34.54403827075742,11339.315693128447,38.37916666666666,45.019758019758015
deniz70,36.0625,16.163616550759922,-18.4375,65.625,40.0,85.0,,,,,
derbyman,41.875,16.190017500505263,0.75,50.0,37.5,62.5,,,,,
dfcbkmtdbx,42.6875,15.054207606734629,-121.5,75.0,100.0,73.33333333333333,,,,,
diego1958,32.9375,16.546777128290977,37.875,50.0,27.27272727272727,100.0,,,,,
dimitrovec60,34.5625,12.5749420144455,-40.75,56.25,25.0,66.66666666666666,,,,,
dinar75,35.0,19.169420092080685,66.1875,37.5,27.27272727272727,60.0,68.45731481465891,24.499766673421664,16480.765598939237,38.040696486928105,65.65807354097583
dochare,34.125,14.591664287073858,3.875,62.5,61.11111111111112,64.28571428571429,82.0043320698927,43.58341296688585,28962.770808767982,81.18726053639847,99.71781355540242
dodofish,28.875,17.80964158351687,7.0,56.25,55.55555555555556,57.14285714285714,69.25786958291958,33.66950991855753,15532.872787327542,53.48888888888889,82.00813527431175
doradense,38.875,15.072602075731096,-140.625,59.375,0.0,63.33333333333333,,,,,
drZli,30.3125,12.647628236155583,-0.875,81.25,75.0,87.5,,,,,
dskye,35.4375,15.465957239477074,-35.9375,56.25,60.0,54.54545454545454,,,,,
dubouc,37.4375,19.001644665659864,13.125,53.125,45.45454545454545,70.0,,,,,
dweeb,40.25,13.911625833572916,23.0,50.0,40.0,80.0,64.02487162641431,31.175053043827283,19258.091953257954,61.88883509925709,103.50730857785543
eatsleeploserepeat,37.375,21.89939116353085,75.9375,31.25,28.57142857142857,50.0,,,,,
effeundici,33.0625,14.946432127211274,-108.875,50.0,,50.0,,,,,
elcapa,41.625,15.169596786555225,-46.5,53.125,33.33333333333333,57.692307692307686,,,,,
eliasrod,45.5625,17.247101205709903,78.1875,25.0,28.57142857142857,0.0,,,,,
eliseoluque,38.0625,15.826007076960382,5.5625,53.125,43.75,62.5,,,,,
enekobill,34.0,14.615060725156088,31.4375,46.875,40.909090909090914,60.0,,,,,
eurekajeye,37.9375,13.61111678004417,-47.0625,75.0,66.66666666666666,80.0,40.774240934955316,13.709030874385107,6162.546947795023,118.11807081807082,53.77120666810311
evgen460,34.625,13.64734406395618,-53.0,62.5,0.0,71.42857142857143,,,,,
f4568525153,36.3125,12.63180509665978,-88.625,62.5,100.0,57.14285714285714,,,,,
fantasmadecarretera,32.25,13.122499761859398,95.875,40.625,34.61538461538461,66.66666666666666,93.28192511719975,37.78701193183979,28628.836382198217,77.7361111111111,94.82481772613352
fightofknights,33.375,14.8453135141476,-51.6875,56.25,66.66666666666666,53.84615384615385,50.27544189700783,20.16160326283299,10975.60898344381,75.60776701985142,80.45355541046375
figur,28.8125,16.067436012008883,34.875,34.375,27.77777777777778,42.85714285714285,,,,,
frad,45.25,15.914354107743948,-27.25,50.0,50.0,50.0,,,,,
franco84,23.5625,7.606740432011597,42.4375,56.25,40.0,83.33333333333334,87.71134334056202,37.8195785190476,22463.569260494052,,99.77527657527656
funchess921,28.125,6.259659202650997,46.875,50.0,27.27272727272727,100.0,,,,,
galina-slog,43.625,13.783444175289908,148.25,28.125,28.125,,60.70294129831439,31.384341172131123,12283.888756908786,47.83108012170385,79.50560811476225
garann,33.25,13.630847369110988,-37.125,62.5,50.0,70.0,,,,,
geek46,21.1875,8.076457556792251,32.8125,37.5,55.55555555555556,14.285714285714285,73.35420155699293,33.129469973480624,17067.06683665839,85.0,75.15851449275362
gena1935,42.625,17.869433865309404,52.25,43.75,36.36363636363637,60.0,47.56939490339395,26.870831871051212,7081.774129957731,29.193519674769675,52.86429953773112
genoreling,31.0,12.878923350446136,-49.75,68.75,50.0,80.0,73.69203816146437,20.660142856005077,21163.218819485817,53.988461538461536,81.83125617496806
gh1974,47.6875,16.80761236265679,-39.875,75.0,64.28571428571429,83.33333333333334,35.66479195610809,13.508004606405079,5122.904357653831,41.94593406593406,33.06929546251876
gil,37.3125,17.947028537708782,1.375,43.75,25.0,62.5,,,,,
gilles614,39.0625,17.070320246947134,18.4375,25.0,20.0,33.33333333333333,64.28082839147511,26.74814978920727,12378.311385144201,64.75,84.93633826811964
girat,42.6875,13.128689957493856,-38.125,71.875,50.0,79.16666666666666,44.5738850101414,15.24777959940633,5991.956530521902,40.06926406926407,55.36561563984963
grandpharaondunet,31.6875,14.858078610641416,52.25,37.5,36.36363636363637,40.0,,,,,
greantea,40.5,13.221195104830729,8.625,34.375,0.0,50.0,,,,,
greiner,33.6875,18.087633897223817,-30.9375,40.625,25.0,56.25,,,,,
grug84,30.875,14.82733961302566,7.625,62.5,62.5,62.5,72.77282738126978,29.19983702296057,17472.35694136498,41.70035842293907,145.89034845603388
gto,41.125,16.859715300087366,-14.25,53.125,28.57142857142857,72.22222222222221,,,,,
hamed1361,46.4375,16.772869959153283,32.75,50.0,50.0,50.0,,,,,
hassom123,50.8125,21.182441628229107,-48.6875,71.875,66.66666666666666,75.0,,,,,
heliodon,37.4375,15.90374693795983,-54.875,37.5,20.0,45.45454545454545,60.49916191977495,25.090621586361372,15118.617023720813,80.67372549019606,87.6326063694842
hellyhan,41.625,18.44225221242424,2.0625,62.5,75.0,50.0,48.4782323692311,23.22230715230527,18531.71995925888,66.90785669106353,63.48368913112746
hesa,34.3125,12.990862173081505,-64.0,65.625,75.0,60.0,51.48082543322567,30.196761680128482,8594.545938383506,115.68428571428572,67.12605596506896
hoho,41.8125,13.472038944916,-43.0625,37.5,28.57142857142857,44.44444444444444,53.98562697326345,24.9891073580658,9366.247372637825,63.31795704295705,57.49422687914281
hradilek,28.0,9.68159766429763,-30.4375,37.5,16.666666666666664,50.0,,,,,
hritic333,35.125,17.362315513778686,-36.9375,43.75,38.88888888888889,50.0,47.8954188456891,15.121332859716723,8791.536900155277,57.26606248240923,56.477995580414934
hujzadminem,28.9375,10.414533114835251,-25.25,65.625,75.0,60.0,45.27274457237079,19.519053015315254,8404.410968195318,24.15384615384616,56.80622308247308
humb,42.5,16.3869867069371,133.75,34.375,34.375,,,,,,
iDestiny,22.375,10.203757477844457,7.3125,56.25,50.0,62.5,97.95989009254457,47.24413949969524,39453.811685849774,0.0,154.99501319758673
iTo0ns,37.8125,14.989857682224118,25.5625,34.375,25.0,43.75,85.83042216041434,42.97074457864709,30317.9685837314,133.13035714285712,120.25608484867384
ifekali,24.8125,11.82775690202218,29.6875,56.25,55.55555555555556,57.14285714285714,,,,,
ikl3,34.0625,17.83804454903433,62.4375,50.0,50.0,50.0,54.78151794728487,21.79018013628911,12103.059644648665,69.96041666666666,141.34060094997594
ilkerozyurek,38.3125,14.453229166291294,-9.125,56.25,37.5,75.0,55.581486022819504,25.926792389910617,13566.479744740545,74.27330438378826,57.86238510281989
ilkin872,36.1875,12.459099753459984,113.8125,25.0,26.666666666666668,0.0,,,,,
inaciodias,35.875,16.81616285997889,1.0625,43.75,43.75,43.75,,,,,
inthebighooy,31.1875,14.661599503464824,42.0625,62.5,63.63636363636363,60.0,58.28713131075406,22.560344670922223,10780.74706308123,46.096875,81.24778097719276
intriga88,33.0,18.496846578088206,-64.0625,68.75,50.0,75.0,,,,,
irakli-chanti,44.6875,20.03569730921953,14.75,31.25,25.0,37.5,50.55016313167197,22.695224917737637,10555.304709768276,31.420986070817406,61.180861807171475
iran000iran,31.25,18.65297116636739,22.125,46.875,50.0,40.0,50.284167820102944,30.13760880589809,9471.327876791762,15.813745563745565,56.07837197159565
irineusilva,35.375,14.764258644894204,38.4375,34.375,25.0,50.0,,,,,
irkorin,42.9375,17.789392907010626,-3.0625,65.625,75.0,56.25,,,,,
islamas,31.3125,7.498610982486467,63.875,18.75,10.0,40.0,,,,,
itedcatur,40.8125,21.71395480637586,-66.9375,56.25,37.5,62.5,42.57357675735658,22.40787176951443,9093.213080729502,34.4811687495511,49.466021293513094
itsmagic,39.1875,17.255796127678376,-29.5625,62.5,60.0,63.63636363636363,31.42617555065662,18.904534791009475,4312.854952516103,34.65333333333333,62.921783015878034
iviam,34.25,16.405283701702125,39.25,31.25,30.0,33.33333333333333,,,,,
iya33,37.3125,14.159655127626992,12.25,28.125,30.0,25.0,,,,,
iyei15,29.75,18.49864859928962,28.8125,87.5,88.88888888888889,85.71428571428571,,,,,
izzyreal,36.6875,9.700300682624912,88.3125,31.25,33.33333333333333,0.0,62.09915283291949,27.538891249304484,14482.898076442012,25.81777777777778,77.02363331452005
j0hnwats0n,33.5625,17.5915462651809,48.3125,28.125,20.833333333333336,66.66666666666666,,,,,
jafar-mohammadi,33.125,12.371337841963577,-75.0625,56.25,33.33333333333333,61.53846153846154,52.59953946702823,14.327951892854191,9677.193218569486,37.65083333333333,91.98840437340436
jafarbalood,34.375,15.93267083699403,-85.4375,50.0,50.0,50.0,,,,,
jebisesome,34.9375,14.557787148693537,-110.25,56.25,50.0,57.14285714285714,52.30950096886569,17.737840820280365,12176.247040346769,56.50694444444444,101.14436775664598
jeremygo,39.6875,14.44861585066196,53.875,37.5,33.33333333333333,50.0,,,,,
jesusluna,40.125,19.08533468399231,40.6875,21.875,22.22222222222222,21.428571428571427,,,,,
jfsurban,35.0,18.213548070964464,65.1875,50.0,41.66666666666667,75.0,45.472554805791646,18.190670528334554,8265.419239899602,58.67820512820513,65.44951464598203
jivohan,33.0625,16.05186905005146,102.25,53.125,46.42857142857143,100.0,,,,,
jiyar,42.1875,15.565854725434557,-41.875,65.625,70.0,63.63636363636363,58.58548950300897,23.780693840260575,12589.381053870864,36.38683862433863,75.26043832944819
jmaltby,31.9375,20.696114772262607,25.1875,28.125,35.0,16.666666666666664,67.91301991737164,36.96938333671774,16251.018739605533,37.26188102359588,65.66024484980181
jomanu,34.1875,17.092761625904693,-52.875,53.125,50.0,53.84615384615385,,,,,
jones007,38.3125,14.920762938491674,-122.625,81.25,66.66666666666666,84.61538461538461,48.70598877519683,16.63308873343579,9212.852446814759,24.82888924800689,44.214915491910475
jonwlo,32.9375,11.693124760587594,-28.5625,46.875,66.66666666666666,35.0,66.54610719681337,23.80113670474954,19864.83643922685,285.6955128205128,75.5424122174122
jorgejlrodrigues,42.25,16.583123951777,21.5625,46.875,45.45454545454545,50.0,,,,,
jorgeucla,31.5625,14.85471305680456,10.5,34.375,20.0,60.0,38.002987196646615,21.745751987617997,5044.475798085483,56.30535714285715,39.56692104192104
jotaked,31.0,12.077527340754262,-22.5,65.625,62.5,68.75,,,,,
jrsc,37.6875,12.594807130983256,30.375,53.125,37.5,68.75,,,,,
junker,31.9375,16.26640197872084,5.25,46.875,42.85714285714285,50.0,57.13335340398076,45.06743937753679,17254.122838086576,35.25555555555556,53.76752344877344
